#	58	65	?
#	58	69	?
#	59	4	?
v	59	16	?
#	59	20	?
#	59	29	?
#	59	35	?
#	59	44	?
#	59	46	?
#	59	47	?
#	59	54	?
#	59	55	?
#	59	57	?
=	59	59	?
#	59	61	?
<	60	8	?
#	60	21	?
#	60	67	?
#	61	59	?
v	62	16	?
#	62	46	?
|	63	66	?
#	63	73	?
#	64	8	?
#	64	13	?
#	64	14	?
#	64	21	?
#	64	25	?
#	64	29	?
#	64	47	?
>	64	51	?
#	64	52	?
#	64	54	?
#	64	55	?
#	64	68	?
#	64	69	?
#	64	74	?
#	64	76	?
#	65	58	?
^	65	69	?
v	66	6	?
v	66	8	?
#	66	16	?
#	66	20	?
#	66	21	?
|	66	31	?
<	66	32	?
#	66	38	?
<	66	39	?
|	66	63	?
#	66	69	?
|	66	79	?
#	67	1	?
#	67	8	?
#	67	12	?
#	67	19	?
v	67	34	?
#	67	35	?
^	67	40	?
#	67	60	?
=	67	67	?
#	68	15	?
#	68	16	?
#	68	30	?
>	68	31	?
#	68	34	?
#	68	39	?
#	68	44	?
#	68	51	?
#	68	53	?
#	68	64	?
=	68	68	?
#	68	76	?
#	69	16	?
=	69	17	?
^	69	23	?
#	69	29	?
#	69	34	?
v	69	38	?
#	69	39	?
#	69	47	?
#	69	51	?
#	69	58	?
#	69	64	?
^	69	65	?
#	69	66	?
=	69	69	?
#	70	8	?
|	70	30	?
#	70	32	?
^	71	26	?
>	71	51	?
=	72	72	?
<	73	6	?
#	73	16	?
#	73	21	?
#	73	34	?
#	73	35	?
#	73	39	?
#	73	40	?
#	73	63	?
=	73	73	?
#	73	75	?
#	73	79	?
#	74	50	?
#	74	64	?
#	75	14	?
#	75	34	?
<	75	44	?
#	75	54	?
#	75	73	?
#	76	24	?
#	76	64	?
#	76	68	?
#	78	25	?
<	79	21	?
|	79	66	?
#	79	73	?
