#	68	11	?
#	68	22	?
>	68	36	?
^	68	40	?
#	68	43	?
v	68	46	?
>	69	8	?
#	69	11	?
<	69	16	?
#	69	22	?
#	69	32	?
#	69	33	?
>	69	36	?
|	69	40	?
#	69	41	?
#	69	42	?
^	69	46	?
#	69	54	?
=	69	69	?
#	69	70	?
#	70	6	?
#	70	8	?
#	70	16	?
#	70	24	?
#	70	33	?
#	70	35	?
#	70	36	?
#	70	42	?
#	70	43	?
#	70	48	?
#	70	53	?
#	70	67	?
#	70	69	?
=	70	70	?
#	71	15	?
#	72	0	?
#	72	8	?
#	72	10	?
#	72	12	?
#	72	14	?
#	72	19	?
#	72	35	?
#	72	36	?
v	72	48	?
#	72	54	?
<	72	67	?
=	72	72	?
|	73	14	?
#	73	24	?
#	73	41	?
#	73	43	?
=	74	74	?
#	75	23	?
#	76	46	?
=	77	17	?
#	78	0	?
#	78	24	?
#	78	29	?
#	78	57	?
=	78	78	?
#	79	6	?
#	79	7	?
#	79	11	?
#	79	24	?
#	79	35	?
#	79	36	?
#	79	38	?
|	79	41	?
#	79	46	?
=	79	79	?
